Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Egypt,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",91.347,102.187,116.417,131.715,147.414,163.368,174.589,186.551,200.843,214.963,228.248,240.923,247.153,260.346,277.04,295.532,315.626,340.073,369.841,398.104,428.913,453.767,475.629,499.933,534.4,575.686,633.7,696.846,761.238,802.89,854.054,887.28,924.43,971.708,"1,018.97","1,074.89","1,133.87","1,203.74","1,296.97","1,396.98","1,507.40",2017
El Salvador,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.16,10.484,10.43,11.005,11.555,11.994,12.258,12.877,13.582,14.25,15.497,16.261,17.799,19.281,20.616,22.045,22.632,23.744,24.649,25.545,26.41,27.226,28.094,29.063,30.111,31.889,34.281,35.857,37.332,36.833,38.047,40.323,42.252,44.015,45.735,47.324,49.075,51.17,53.667,56.071,58.454,2017
Equatorial Guinea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.09,0.105,0.114,0.124,0.13,0.151,0.151,0.161,0.171,0.176,0.187,0.191,0.26,0.294,0.351,0.453,0.704,1.776,2.241,2.874,6.233,10.196,12.389,14.443,19.343,21.577,23.489,27.806,33.393,34.099,31.418,34.167,37.717,36.792,37.644,34.581,31.961,31.52,29.764,29.606,29.469,2016
Eritrea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.655,3.068,3.789,3.959,4.399,4.829,4.979,5.06,4.534,5.04,5.273,5.228,5.447,5.761,5.878,6.122,5.631,5.894,6.093,6.763,7.374,7.852,8.23,8.533,8.786,9.402,10.024,10.625,11.263,2006
Estonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.139,11.19,11.671,12.518,14.236,14.989,15.075,17.041,18.517,19.953,21.83,23.829,26.875,30.532,33.782,32.572,27.988,28.954,31.804,33.81,35.07,36.766,37.782,38.983,41.652,44.196,46.59,48.882,2017
Eswatini,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.05,1.229,1.324,1.368,1.453,1.527,1.848,2.083,2.32,2.638,3.006,3.163,3.339,3.524,3.686,3.945,4.171,4.375,4.539,4.741,4.932,5.094,5.401,5.715,6.081,6.647,7.258,7.784,8,8.187,8.597,8.974,9.577,10.371,10.771,10.929,11.2,11.596,12.023,12.332,12.617,2016
Ethiopia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.756,11.773,12.621,14.144,14.317,13.084,14.641,17.084,17.788,18.401,19.586,18.787,17.504,20.313,21.47,23.262,26.894,28.134,27.26,29.394,33.008,36.228,37.39,37.284,42.768,49.657,57.043,65.487,74.238,82.284,92.067,104.705,115.997,129.718,145.786,162.669,177.602,200.635,220.681,244.526,270.442,2017
Fiji,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.437,1.668,1.751,1.743,1.989,1.974,2.147,2.042,2.187,2.588,2.841,2.857,3.101,3.257,3.496,3.662,3.908,3.88,3.975,4.383,4.405,4.587,4.809,4.937,5.344,5.439,5.71,5.81,5.983,5.944,6.193,6.493,6.711,7.152,7.696,8.078,8.219,8.629,9.112,9.622,10.129,2016
Finland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45.121,50.029,54.76,58.681,62.752,67.026,70.24,74.539,81.189,88.664,92.607,90.075,89.065,90.505,96.08,102.221,107.9,116.624,124.338,131.739,142.273,149.147,154.052,160.042,170.803,181.02,194.06,209.607,215.223,198.932,207.272,217.041,218.05,220.192,222.941,225.63,233.747,244.854,257.172,267.28,276.698,2017
France,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",576.441,637.723,694.091,730.224,768.026,805.175,840.582,883.441,957.976,"1,038.78","1,109.17","1,158.70","1,204.06","1,224.84","1,280.50","1,334.89","1,378.54","1,435.07","1,503.30","1,577.19","1,675.71","1,746.43","1,794.21","1,842.57","1,945.72","2,039.69","2,152.89","2,264.33","2,314.25","2,264.90","2,335.95","2,437.04","2,491.56","2,549.89","2,624.48","2,680.05","2,739.22","2,856.48","2,968.53","3,081.00","3,189.40",2017
Gabon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.796,7.141,7.893,8.366,9.093,9.925,9.912,8.593,9.207,11.045,12.048,13.218,13.102,13.942,14.768,15.828,16.702,17.965,18.799,17.365,17.418,18.183,18.505,19.17,19.906,20.365,20.581,22.472,23.306,22.948,24.671,26.973,28.934,31.066,33.057,34.707,35.817,36.662,38.28,40.425,42.942,2016
The Gambia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.681,0.674,0.864,1.02,0.976,1.043,1.09,1.148,1.208,1.31,1.437,1.517,1.579,1.679,1.656,1.747,1.831,1.889,2.034,2.196,2.369,2.56,2.516,2.739,3.011,3.074,3.202,3.404,3.669,3.936,4.242,4.143,4.461,4.757,4.802,5.138,5.215,5.556,5.993,6.451,6.919,2017
Georgia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.576,7.936,8.929,10.043,10.448,10.913,11.43,12.232,13.119,14.855,16.139,18.237,20.559,23.767,24.815,24.092,25.896,28.346,30.724,32.322,34.456,35.828,37.252,39.852,43.037,46.055,49.286,2016
Germany,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",868.978,952.24,"1,003.11","1,058.60","1,127.80","1,188.97","1,242.23","1,291.66","1,387.16","1,497.96","1,642.96","1,783.65","1,851.86","1,877.06","1,965.70","2,043.20","2,098.56","2,175.49","2,238.90","2,313.07","2,440.25","2,539.47","2,580.32","2,609.27","2,698.21","2,806.53","3,003.86","3,188.43","3,276.86","3,118.25","3,278.81","3,471.83","3,562.87","3,647.39","3,797.30","3,894.79","4,022.28","4,199.41","4,379.07","4,555.47","4,715.98",2017
Ghana,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.759,10.309,10.188,10.075,11.374,12.331,13.233,14.21,15.54,16.97,18.191,19.803,21.044,22.345,23.646,25.165,26.817,28.601,30.28,32.078,34.02,36.22,38.466,41.237,44.709,48.807,53.427,57.247,63.7,67.295,73.457,85.526,95.267,104.027,110.222,115.673,121.29,134.025,145.768,160.184,172.183,2017
Greece,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",87.319,94.092,98.777,101.539,107.314,113.49,116.371,116.558,125.843,135.745,140.826,150.104,154.595,155.727,162.233,169.113,177.14,188.274,197.809,206.83,219.741,233.839,246.856,266.01,286.996,297.707,324.054,343.653,349.162,336.694,321.957,298.666,282.173,277.816,285.167,287.38,289.811,299.311,312.538,326.7,340.118,2017
Grenada,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.191,0.212,0.234,0.252,0.271,0.296,0.324,0.363,0.386,0.417,0.451,0.472,0.479,0.481,0.5,0.522,0.555,0.592,0.67,0.727,0.78,0.781,0.821,0.915,0.934,1.091,1.079,1.176,1.21,1.139,1.146,1.179,1.188,1.237,1.353,1.456,1.526,1.634,1.732,1.832,1.922,2017
Guatemala,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.483,21.464,21.983,22.267,23.188,23.778,24.281,25.771,27.719,29.941,32.025,34.102,36.483,38.617,40.822,43.512,45.55,48.235,51.022,53.673,56.245,58.858,62.101,64.855,68.7,73.15,79.418,86.692,91.278,92.458,96.219,102.318,107.377,113.301,120.264,126.582,131.923,138.142,145.249,153.433,162.354,2017
Guinea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.708,2.982,3.224,3.393,3.565,3.862,4.062,4.3,4.732,5.115,5.536,5.866,6.196,6.663,7.077,7.564,8.046,8.609,9.023,9.502,9.958,10.548,11.269,11.621,12.213,12.971,13.697,14.981,15.905,15.78,16.637,17.938,19.364,20.479,21.64,22.705,25.354,27.966,30.278,32.757,35.388,2016
Guinea-Bissau,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.464,0.506,0.56,0.562,0.614,0.661,0.667,0.722,0.762,0.815,0.885,0.981,1.035,1.083,1.139,1.21,1.278,1.378,1.158,1.33,1.357,1.415,1.419,1.451,1.531,1.646,1.735,1.84,1.936,2.017,2.134,2.355,2.359,2.479,2.55,2.735,2.938,3.171,3.391,3.636,3.891,2016
Guyana,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.28,1.409,1.363,1.254,1.327,1.374,1.398,1.431,1.393,1.376,1.384,1.517,1.672,1.853,2.053,2.202,2.42,2.614,2.598,2.715,2.738,2.861,2.94,2.975,3.103,3.138,3.398,3.734,3.882,4.042,4.268,4.594,4.918,5.255,5.563,5.794,6.054,6.301,6.668,7.137,9.444,2017
Haiti,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.411,7.092,7.319,7.492,7.778,8.085,8.27,8.438,8.784,9.025,9.322,9.759,9.756,9.496,8.574,9.619,10.201,10.658,11.013,11.475,11.833,11.966,12.125,12.395,12.28,12.892,13.58,14.411,14.816,15.389,14.712,15.849,16.619,17.628,18.465,18.889,19.373,19.973,20.848,21.825,22.91,2017
Honduras,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.253,5.896,6.173,6.355,6.871,7.385,7.588,8.245,8.929,9.68,10.052,10.73,11.592,12.606,12.707,13.503,14.242,15.211,15.829,15.754,17.281,18.141,19.119,20.36,22.211,24.289,26.667,29.078,30.898,30.376,31.877,33.791,35.861,37.509,39.388,41.337,43.357,46.296,49.01,51.856,54.747,2016
Hong Kong SAR,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34.607,41.363,45.187,49.781,56.736,58.949,66.813,77.637,87.216,92.699,99.852,109.116,118.561,128.896,139.595,145.905,154.904,165.611,157.623,163.907,180.413,185.404,191.457,200.973,224.339,248.417,273.934,299.479,311.8,306.451,331.004,354.188,367.119,385.146,403.274,417.32,431.006,455.851,484.049,508.833,534.29,2017
Hungary,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",68.252,76.851,83.918,87.835,93.423,96.134,99.575,106.171,109.844,114.991,115.123,104.863,103.967,105.817,111.262,116.481,118.631,124.707,131.453,137.601,146.598,155.567,165.184,174.727,188.411,202.805,216.989,223.787,230.091,216.544,220.562,228.912,229.467,238.388,253.167,264.491,273.299,289.603,308.183,325.134,339.948,2017
Iceland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.503,2.857,3.099,3.151,3.4,3.623,3.927,4.368,4.518,4.708,4.941,5.097,5.037,5.224,5.528,5.651,6.029,6.454,6.992,7.38,7.914,8.403,8.594,8.952,9.932,10.89,11.808,13.261,13.788,12.952,12.653,13.16,13.586,14.396,14.974,15.81,17.158,18.181,19.293,20.284,21.257,2017
India,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",383.126,444.562,488.436,544.561,585.769,636.047,679.845,724.285,822.018,905.053,990.883,"1,035.22","1,116.86","1,197.64","1,304.66","1,432.91","1,569.31","1,661.02","1,783.60","1,962.48","2,086.10","2,237.26","2,361.45","2,596.38","2,875.56","3,240.42","3,647.77","4,112.91","4,356.04","4,761.46","5,311.15","5,782.04","6,214.49","6,727.34","7,362.57","8,048.11","8,714.78","9,473.76","10,401.44","11,412.97","12,531.36",2018
Indonesia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",184.979,217.878,236.536,256.106,285.446,305.975,334.573,365.38,404.665,458.735,518.744,584.17,636.456,703.37,772.555,853.591,937.177,998.143,876.88,896.579,962.256,"1,019.19","1,081.90","1,154.67","1,245.41","1,357.30","1,475.30","1,611.06","1,764.61","1,861.67","2,003.48","2,171.52","2,346.63","2,520.49","2,696.76","2,858.51","3,035.21","3,249.65","3,495.92","3,753.20","4,022.88",2017
Islamic Republic of Iran,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",251.961,252.196,302.826,358.037,334.293,337.747,313.411,330.702,309.865,338.773,414.995,475.254,496.33,514.473,517.632,533.891,577.458,584.186,602.046,612.624,669.326,689.519,772.245,859.154,917.472,994.715,"1,079.33","1,182.91","1,205.01","1,214.26","1,298.76","1,366.49","1,285.27","1,303.56","1,370.93","1,363.61","1,551.08","1,639.56","1,652.89","1,627.14","1,675.75",2017
Iraq,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,80.378,101.721,99.48,94.983,88.963,164.727,259.469,272.033,296.068,309.763,341.771,356.014,383.222,420.752,488.584,535.081,549.232,569.186,650.568,649.299,674.649,733.926,771.699,2017
Ireland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",24.665,27.677,29.826,30.768,32.9,34.602,35.448,37.647,40.143,44.059,49.232,51.733,54.806,57.403,62.084,69.466,77.17,86.937,95.519,107.087,119.858,129.038,138.883,145.677,159.527,173.84,188.146,203.364,198.188,189.605,195.42,206.84,211.214,217.794,241.329,304.905,323.385,353.277,378.522,402.077,423.929,2017
Israel,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.765,31.828,34.276,36.539,38.695,41.695,44.045,48.515,52.016,54.822,60.646,65.593,71.888,76.366,83.465,93.442,100.875,106.762,112.457,118.099,131.379,134.384,136.279,140.363,151.36,162.477,176.97,192.957,202.522,207.04,220.93,237.311,247.174,262.083,276.33,286.625,301.237,317.053,336.087,355.1,373.948,2017
Italy,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",605.82,666.829,709.133,743.722,793.773,840.342,880.491,929.94,"1,001.52","1,074.64","1,136.96","1,192.33","1,228.32","1,246.92","1,299.96","1,362.83","1,405.63","1,456.12","1,496.30","1,541.59","1,634.52","1,699.97","1,731.15","1,765.97","1,842.20","1,917.62","2,015.30","2,099.94","2,118.29","2,017.43","2,075.36","2,130.93","2,110.58","2,110.50","2,152.88","2,196.61","2,239.68","2,316.55","2,398.17","2,474.39","2,543.46",2017
Jamaica,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.119,6.994,7.655,8.285,8.666,8.859,9.67,10.673,10.608,11.542,12.558,13.091,13.761,14.398,14.981,15.681,16.006,16.015,15.999,16.389,16.886,17.477,17.873,18.873,19.638,20.43,21.659,22.562,22.812,22.205,22.141,22.924,23.247,23.704,24.29,24.759,25.406,26.06,26.981,27.964,28.982,2016
Japan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,044.88","1,191.88","1,307.45","1,406.52","1,522.88","1,653.26","1,742.65","1,870.23","2,067.55","2,252.99","2,451.67","2,621.21","2,703.68","2,753.41","2,840.13","2,979.19","3,127.79","3,215.96","3,215.46","3,253.67","3,418.87","3,508.04","3,567.75","3,689.54","3,872.40","4,059.40","4,241.64","4,427.64","4,464.40","4,254.78","4,484.79","4,573.19","4,730.59","4,909.87","5,021.52","5,143.93","5,250.15","5,442.76","5,632.48","5,806.72","5,935.05",2017
Jordan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.272,10.611,12.058,12.253,13.239,13.289,14.302,14.997,15.752,14.613,15.117,15.882,18.575,19.868,21.302,23.095,24.006,25.231,26.283,27.565,29.379,31.605,33.963,36.04,40.178,44.8,49.891,55.42,60.584,64.389,66.645,69.797,73.021,76.405,80.261,83.052,85.65,88.997,93.159,97.522,102.065,2017
Kazakhstan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,123.24,114.553,102.281,95.863,98.106,101.494,100.687,104.898,117.753,136.581,152.338,169.598,190.883,215.921,246.259,275.38,290,295.718,321.003,352.286,376.996,406.627,432.136,441.999,451.669,478.567,507.627,534.67,562.386,2017
Kenya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",16.081,18.324,20.439,21.578,22.714,24.387,26.615,28.858,31.695,34.438,37.204,38.977,39.435,40.331,42.235,44.969,47.692,48.714,50.731,52.596,53.958,57.335,58.523,61.367,65.941,71.846,78.354,85.971,87.846,91.443,100.282,108.633,115.769,124.726,133.894,143.064,153.116,163.65,177.441,192.338,208.15,2016
Kiribati,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.058,0.061,0.069,0.072,0.078,0.075,0.076,0.07,0.08,0.08,0.082,0.085,0.088,0.091,0.095,0.097,0.099,0.103,0.111,0.111,0.12,0.121,0.128,0.133,0.134,0.145,0.15,0.157,0.157,0.159,0.159,0.165,0.176,0.187,0.189,0.211,0.216,0.227,0.237,0.248,0.259,2016
Korea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",83.512,97.977,112.629,132.538,151.661,168.583,191.28,220.448,255.391,284.062,323.605,369.189,400.922,438.522,489.118,547.167,599.502,645.956,617.487,697.241,776.442,829.378,905.118,948.968,"1,022.27","1,095.47","1,187.04","1,285.52","1,347.60","1,367.48","1,473.30","1,559.45","1,625.79","1,702.23","1,792.39","1,862.11","1,937.61","2,034.91","2,139.68","2,241.56","2,348.36",2017
Kosovo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.172,8.138,8.284,8.895,9.374,10.037,10.693,11.892,12.667,13.223,13.82,14.726,15.43,16.241,16.751,17.625,18.541,19.6,20.857,22.154,23.479,2017
Kuwait,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45.459,40.345,38.767,42.401,46.233,45.665,50.574,56.044,52.19,68.281,52.257,31.87,59.59,82.432,91.446,94.922,97.238,101.381,106.268,105.874,113.318,116.046,121.435,145.134,165.081,187.375,207.563,225.909,236.014,220.986,218.261,247.177,271.721,277.496,284.504,284.66,294.09,289.677,303.317,322.362,342.02,2017
Kyrgyz Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.106,7.219,5.913,5.709,6.226,6.961,7.189,7.559,8.149,8.771,8.908,9.711,10.674,10.987,11.671,13.008,14.264,14.788,14.89,16.106,16.4,18.51,19.619,20.597,21.725,23.153,24.356,26.002,27.761,2016
Lao P.D.R.,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.876,2.369,2.634,2.819,3.109,3.499,3.742,3.798,3.849,4.396,4.865,5.231,5.725,6.204,6.854,7.491,8.153,8.867,9.35,9.868,10.737,11.496,12.473,13.489,14.848,16.373,18.379,20.354,22.373,24.206,26.452,29.161,32.04,35.219,38.617,41.867,45.297,49.339,53.912,58.918,64.242,2016
Latvia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.082,14.586,15.225,15.221,15.865,17.587,18.945,19.722,21.253,23.122,25.156,27.784,30.91,35.282,40.672,45.932,45.164,38.954,37.855,41.112,43.591,45.434,47.154,49.074,50.707,54.021,57.332,60.509,63.552,2017
Lebanon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.164,16.69,11.202,14.284,21.383,27.419,26.077,31.192,23.183,13.926,12.508,17.871,19.1,20.921,23.084,25.098,26.59,29.804,31.315,31.513,32.572,34.584,36.326,37.63,41.541,44.012,46.116,51.778,57.667,63.949,69.894,72.008,75.444,78.804,81.876,82.953,85.32,88.246,91.199,94.445,98.171,2016
Lesotho,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.651,0.735,0.824,0.881,0.953,1.015,1.078,1.128,1.258,1.38,1.506,1.631,1.772,1.884,2.01,2.11,2.254,2.373,2.434,2.508,2.69,2.839,2.929,3.105,3.265,3.471,3.735,4.026,4.332,4.502,4.841,5.272,5.637,5.86,6.148,6.368,6.635,6.656,6.864,7.096,7.313,2016
Liberia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.805,2.946,3.125,2.261,2.414,2.635,2.944,3.42,3.699,3.921,4.218,4.638,5.125,5.676,5.823,5.886,5.853,6.112,6.44,6.874,7.342,2017
Libya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",83.602,73.172,78.873,78.102,74.199,77.01,69.642,60.873,67.795,75.526,81.267,97.169,96.688,95.254,99.17,88.697,92.699,93.726,94.423,96.229,102.002,102.4,103.023,118.595,127.221,146.755,161.025,175.857,184.057,179.918,187.796,63.924,146.399,94.105,45.049,39.602,37.077,61.967,70.322,79.595,82.249,2016
Lithuania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.741,26.514,29.208,31.742,31.835,33.794,36.788,39.896,44.92,49.151,54.598,60.416,68.918,72.105,61.891,63.639,68.895,72.904,76.778,80.998,83.53,86.423,91.47,96.91,101.843,106.598,2017
Luxembourg,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.703,6.292,6.75,7.147,7.755,8.448,9.479,10.097,11.338,12.937,14.135,15.876,16.533,17.636,18.701,19.367,20.02,21.574,23.234,25.554,28.33,29.685,31.306,32.407,34.481,36.683,39.751,44.229,44.512,42.896,45.508,47.638,48.38,51.028,54.995,57.173,59.58,62.107,66.114,69.893,73.56,2017
FYR Macedonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.961,11.326,11.36,11.471,11.821,12.187,12.741,13.487,14.414,14.278,14.721,15.328,16.476,17.792,19.272,21.07,22.656,22.747,23.785,24.85,25.211,26.403,27.879,29.264,30.445,31.03,32.265,33.822,35.449,2017
Madagascar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.85,7.751,8.074,8.465,8.925,9.314,9.688,10.044,10.752,11.629,12.442,12.052,12.472,13.035,13.308,13.815,14.371,15.159,15.93,16.92,18.069,19.569,17.412,19.471,21.047,22.734,24.687,26.977,29.484,28.305,28.71,29.736,31.224,32.488,34.2,35.643,37.539,39.848,42.805,46.083,49.445,2016
Malawi,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.422,2.512,2.734,2.946,3.217,3.47,3.533,3.679,3.929,4.138,4.538,5.101,4.834,5.429,4.973,5.779,6.472,7.017,7.172,7.533,7.761,7.608,7.864,8.468,9.167,9.761,10.529,11.85,13.004,14.194,15.346,16.428,17.058,18.26,19.666,20.463,21.156,22.421,23.699,25.341,27.115,2011
Malaysia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45.963,53.804,60.523,66.824,74.61,76.295,78.728,85.023,96.768,109.673,124.026,140.463,156.43,175.983,196.297,220.113,246.562,269.192,252.19,271.516,301.654,309.865,331.737,357.457,391.978,424.299,461.552,503.806,538.423,534.316,581.233,624.786,671.624,715.484,772.811,820.846,864.864,933.276,999.835,"1,068.11","1,140.72",2017
Maldives,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.224,0.264,0.302,0.327,0.398,0.467,0.518,0.577,0.65,0.738,0.735,0.812,0.884,0.954,1.048,1.149,1.276,1.433,1.591,1.731,1.854,1.96,2.112,2.698,2.935,2.621,3.397,3.771,4.211,3.962,4.292,4.751,4.955,5.4,5.919,6.116,6.46,6.901,7.39,7.926,8.518,2017
Mali,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.952,4.129,3.878,4.16,4.414,4.701,5.089,5.344,5.535,6.367,7.22,8.038,8.093,8.579,9.096,9.565,10.449,11.139,11.594,12.496,12.768,15.054,15.767,17.524,18.277,20.078,21.65,23.008,24.575,25.921,27.643,29.135,29.445,30.652,33.442,35.886,38.369,41.221,44.329,47.46,50.701,2016
Malta,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.932,2.172,2.309,2.461,2.571,2.715,2.875,3.114,3.444,3.833,4.161,4.556,5.037,5.359,5.726,6.247,6.616,7.056,7.378,7.767,7.862,8.085,8.453,8.827,9.107,9.749,10.231,10.921,11.504,11.308,11.845,12.253,12.828,13.653,15.047,16.656,17.715,19.258,20.823,22.242,23.579,2017
